FromZone,ToZone,ArHour,Type,Dir,Lane,OrigWght,RevWght
4653,5286,14,Empty,SB,GP,14.27972028,21.24267186195509
4644,4740,15,Empty,SB,GP,14.27972028,21.24267186195509
4607,5297,15,Empty,SB,GP,14.27972028,21.24267186195509
4653,5297,15,Empty,SB,GP,14.27972028,21.24267186195509
4531,5297,15,Empty,SB,GP,14.27972028,21.24267186195509
4643,5306,15,Empty,SB,GP,14.27972028,21.24267186195509
4631,5304,15,Empty,SB,GP,14.27972028,21.24267186195509
4631,5306,16,Empty,SB,GP,14.27972028,21.24267186195509
4633,5297,16,Empty,SB,GP,14.27972028,21.24267186195509
4643,5223,16,Empty,SB,GP,14.27972028,21.24267186195509
4644,5297,16,Empty,SB,GP,14.27972028,21.24267186195509
4644,5110,16,Empty,SB,GP,14.27972028,21.24267186195509
4633,5297,16,Empty,SB,GP,14.27972028,21.24267186195509
4608,5297,17,Empty,SB,GP,14.27972028,21.24267186195509
4644,5211,17,Empty,SB,GP,14.27972028,21.24267186195509
4624,5223,17,Empty,SB,GP,14.27972028,21.24267186195509
4653,5199,17,Empty,SB,GP,14.27972028,21.24267186195509
4608,5306,17,Empty,SB,GP,14.27972028,21.24267186195509
4627,4706,17,Empty,SB,GP,14.27972028,21.24267186195509
4597,5298,18,Empty,SB,GP,14.27972028,21.24267186195509
4644,5297,18,Empty,SB,GP,14.27972028,21.24267186195509
4643,5223,18,Empty,SB,GP,14.27972028,21.24267186195509
4644,5297,19,Empty,SB,GP,14.27972028,21.24267186195509
4644,5110,19,Empty,SB,GP,14.27972028,21.24267186195509
4633,5297,19,Empty,SB,GP,14.27972028,21.24267186195509
4608,5297,19,Empty,SB,GP,14.27972028,21.24267186195509
4644,5211,19,Empty,SB,GP,14.27972028,21.24267186195509
4624,5223,20,Empty,SB,GP,14.27972028,21.24267186195509
4653,5199,20,Empty,SB,GP,14.27972028,21.24267186195509
4608,5306,20,Empty,SB,GP,14.27972028,21.24267186195509
4627,4706,20,Empty,SB,GP,14.27972028,21.24267186195509
4597,5298,18,Empty,SB,GP,14.27972028,21.24267186195509
4644,5297,18,Empty,SB,GP,14.27972028,21.24267186195509
4608,4830,18,Empty,SB,GP,7.13986014,10.621335929783356
4653,5295,9,Loaded,SB,GP,5.817590569,8.65431290324583
513,5311,9,Loaded,SB,GP,16.15025374,24.025298392294204
4644,5306,9,Loaded,SB,GP,5.817590569,8.65431290324583
4641,5297,9,Loaded,SB,GP,5.817590569,8.65431290324583
4644,4830,9,Loaded,SB,GP,5.817590569,8.65431290324583
4595,5311,9,Loaded,SB,GP,5.817590569,8.65431290324583
4607,5297,9,Loaded,SB,GP,5.817590569,8.65431290324583
4607,4737,9,Loaded,SB,GP,5.817590569,8.65431290324583
4595,5311,9,Loaded,SB,GP,5.817590569,8.65431290324583
4631,4876,10,Loaded,SB,GP,5.817590569,8.65431290324583
4644,5306,10,Loaded,SB,GP,16.15025374,24.025298392294204
1970,5068,10,Loaded,SB,GP,5.817590569,8.65431290324583
4647,4977,10,Loaded,SB,GP,5.817590569,8.65431290324583
928,5306,10,Loaded,SB,GP,5.817590569,8.65431290324583
4641,4830,10,Loaded,SB,GP,16.15025374,24.025298392294204
4589,5297,10,Loaded,SB,GP,5.817590569,8.65431290324583
4643,5286,10,Loaded,SB,GP,16.15025374,24.025298392294204
4641,5074,10,Loaded,SB,GP,5.817590569,8.65431290324583
4590,5311,10,Loaded,SB,GP,5.817590569,8.65431290324583
4653,4830,10,Loaded,SB,GP,5.817590569,8.65431290324583
4626,5183,11,Loaded,SB,GP,5.817590569,8.65431290324583
4595,5311,11,Loaded,SB,GP,5.817590569,8.65431290324583
4652,5297,11,Loaded,SB,GP,5.817590569,8.65431290324583
4590,5308,11,Loaded,SB,GP,5.817590569,8.65431290324583
2524,5297,11,Loaded,SB,GP,5.817590569,8.65431290324583
4595,5311,11,Loaded,SB,GP,16.15025374,24.025298392294204
4653,5297,11,Loaded,SB,GP,16.15025374,24.025298392294204
4590,5311,11,Loaded,SB,GP,16.15025374,24.025298392294204
4595,5311,11,Loaded,SB,GP,5.817590569,8.65431290324583
4472,4893,12,Loaded,SB,GP,5.817590569,8.65431290324583
4653,5297,12,Loaded,SB,GP,5.817590569,8.65431290324583
4169,4912,12,Loaded,SB,GP,5.817590569,8.65431290324583
4590,5311,12,Loaded,SB,GP,5.817590569,8.65431290324583
4595,5311,12,Loaded,SB,GP,5.817590569,8.65431290324583
4544,5311,12,Loaded,SB,GP,5.817590569,8.65431290324583
4633,5306,12,Loaded,SB,GP,5.817590569,8.65431290324583
4633,5110,12,Loaded,SB,GP,5.817590569,8.65431290324583
4644,5311,12,Loaded,SB,GP,5.817590569,8.65431290324583
4608,4732,12,Loaded,SB,GP,16.15025374,24.025298392294204
4647,5306,12,Loaded,SB,GP,5.817590569,8.65431290324583
4235,5297,12,Loaded,SB,GP,5.817590569,8.65431290324583
4644,5297,12,Loaded,SB,GP,5.817590569,8.65431290324583
4630,5297,12,Loaded,SB,GP,5.817590569,8.65431290324583
4185,5304,12,Loaded,SB,GP,5.817590569,8.65431290324583
4644,5286,12,Loaded,SB,GP,5.817590569,8.65431290324583
4608,5311,12,Loaded,SB,GP,5.817590569,8.65431290324583
4644,5306,13,Loaded,SB,GP,5.817590569,8.65431290324583
4631,5306,13,Loaded,SB,GP,5.817590569,8.65431290324583
3522,5297,13,Loaded,SB,GP,5.817590569,8.65431290324583
4590,5311,13,Loaded,SB,GP,5.817590569,8.65431290324583
4644,5306,13,Loaded,SB,GP,5.817590569,8.65431290324583
4653,5297,13,Loaded,SB,GP,5.817590569,8.65431290324583
3544,4878,13,Loaded,SB,GP,5.817590569,8.65431290324583
4595,5311,13,Loaded,SB,GP,5.817590569,8.65431290324583
4647,5306,13,Loaded,SB,GP,5.817590569,8.65431290324583
4540,5263,13,Loaded,SB,GP,5.817590569,8.65431290324583
4608,5211,14,Loaded,SB,GP,5.817590569,8.65431290324583
4607,5297,14,Loaded,SB,GP,5.817590569,8.65431290324583
4627,5311,14,Loaded,SB,GP,5.817590569,8.65431290324583
4644,5312,14,Loaded,SB,GP,5.817590569,8.65431290324583
4544,5297,14,Loaded,SB,GP,5.817590569,8.65431290324583
4630,5311,14,Loaded,SB,GP,5.817590569,8.65431290324583
4649,5223,14,Loaded,SB,GP,5.817590569,8.65431290324583
4607,5286,14,Loaded,SB,GP,5.817590569,8.65431290324583
877,5122,14,Loaded,SB,GP,5.817590569,8.65431290324583
173,5311,14,Loaded,SB,GP,5.817590569,8.65431290324583
4626,5311,14,Loaded,SB,GP,5.817590569,8.65431290324583
4590,4830,15,Loaded,SB,GP,5.817590569,8.65431290324583
4644,5094,15,Loaded,SB,GP,5.817590569,8.65431290324583
4654,4878,15,Loaded,SB,GP,5.817590569,8.65431290324583
4607,5180,15,Loaded,SB,GP,5.817590569,8.65431290324583
4450,5306,15,Loaded,SB,GP,5.817590569,8.65431290324583
4644,5199,15,Loaded,SB,GP,5.817590569,8.65431290324583
4590,5311,15,Loaded,SB,GP,16.15025374,24.025298392294204
4595,5311,15,Loaded,SB,GP,5.817590569,8.65431290324583
4590,5297,15,Loaded,SB,GP,5.817590569,8.65431290324583
4653,5110,15,Loaded,SB,GP,5.817590569,8.65431290324583
4643,4716,15,Loaded,SB,GP,16.15025374,24.025298392294204
4630,5311,15,Loaded,SB,GP,5.817590569,8.65431290324583
4472,4893,16,Loaded,SB,GP,5.817590569,8.65431290324583
4544,5276,16,Loaded,SB,GP,5.817590569,8.65431290324583
4653,5297,16,Loaded,SB,GP,16.15025374,24.025298392294204
997,5311,16,Loaded,SB,GP,16.15025374,24.025298392294204
4595,5311,16,Loaded,SB,GP,5.817590569,8.65431290324583
2040,5312,16,Loaded,SB,GP,5.817590569,8.65431290324583
4631,5306,16,Loaded,SB,GP,16.15025374,24.025298392294204
4590,5311,16,Loaded,SB,GP,5.817590569,8.65431290324583
4652,5286,16,Loaded,SB,GP,5.817590569,8.65431290324583
4608,5311,16,Loaded,SB,GP,5.817590569,8.65431290324583
4608,5297,16,Loaded,SB,GP,5.817590569,8.65431290324583
4608,5306,16,Loaded,SB,GP,5.817590569,8.65431290324583
4631,5306,17,Loaded,SB,GP,5.817590569,8.65431290324583
1714,5308,17,Loaded,SB,GP,16.15025374,24.025298392294204
4608,4830,17,Loaded,SB,GP,5.817590569,8.65431290324583
4544,5311,17,Loaded,SB,GP,5.817590569,8.65431290324583
1427,5311,17,Loaded,SB,GP,5.817590569,8.65431290324583
4654,4941,17,Loaded,SB,GP,5.817590569,8.65431290324583
4597,4881,17,Loaded,SB,GP,5.817590569,8.65431290324583
4183,4878,17,Loaded,SB,GP,16.15025374,24.025298392294204
4629,4830,17,Loaded,SB,GP,5.817590569,8.65431290324583
4540,5297,17,Loaded,SB,GP,5.817590569,8.65431290324583
4653,5306,17,Loaded,SB,GP,5.817590569,8.65431290324583
4653,5311,17,Loaded,SB,GP,5.817590569,8.65431290324583
4641,5297,18,Loaded,SB,GP,5.817590569,8.65431290324583
4653,5297,18,Loaded,SB,GP,16.15025374,24.025298392294204
4653,5243,18,Loaded,SB,GP,16.15025374,24.025298392294204
4607,5297,18,Loaded,SB,GP,5.817590569,8.65431290324583
4633,5122,18,Loaded,SB,GP,5.817590569,8.65431290324583
4653,4829,18,Loaded,SB,GP,5.817590569,8.65431290324583
4595,5311,18,Loaded,SB,GP,5.817590569,8.65431290324583
4597,5311,18,Loaded,SB,GP,5.817590569,8.65431290324583
4653,5311,18,Loaded,SB,GP,5.817590569,8.65431290324583
851,5306,18,Loaded,SB,GP,5.817590569,8.65431290324583
4590,5286,19,Loaded,SB,GP,16.15025374,24.025298392294204
4607,5311,18,Loaded,SB,GP,5.817590569,8.65431290324583
4631,4850,19,Loaded,SB,GP,5.817590569,8.65431290324583
4631,5306,19,Loaded,SB,GP,5.817590569,8.65431290324583
4595,5311,19,Loaded,SB,GP,5.817590569,8.65431290324583
4595,5311,19,Loaded,SB,GP,5.817590569,8.65431290324583
4654,5311,19,Loaded,SB,GP,5.817590569,8.65431290324583
4641,5297,19,Loaded,SB,GP,5.817590569,8.65431290324583
4623,5311,19,Loaded,SB,GP,5.817590569,8.65431290324583
4540,5297,19,Loaded,SB,GP,5.817590569,8.65431290324583
4595,5311,19,Loaded,SB,GP,5.817590569,8.65431290324583
4654,5211,19,Loaded,SB,GP,5.817590569,8.65431290324583
4643,5064,19,Loaded,SB,GP,5.817590569,8.65431290324583
1118,5297,19,Loaded,SB,GP,5.817590569,8.65431290324583
4451,5124,20,Loaded,SB,GP,5.817590569,8.65431290324583
4644,4977,20,Loaded,SB,GP,5.817590569,8.65431290324583
4644,5306,20,Loaded,SB,GP,5.817590569,8.65431290324583
4627,5311,20,Loaded,SB,GP,5.817590569,8.65431290324583
4644,5311,20,Loaded,SB,GP,5.817590569,8.65431290324583
4608,5297,20,Loaded,SB,GP,16.15025374,24.025298392294204
4633,5286,9,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5112,9,Loaded,SB,FAST,2.728047028,4.058273320770094
4641,5297,9,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,4952,9,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5298,9,Loaded,SB,FAST,5.505756086,8.190424433581498
4608,5297,9,Loaded,SB,FAST,2.728047028,4.058273320770094
4623,5311,9,Loaded,SB,FAST,2.728047028,4.058273320770094
4627,5311,9,Loaded,SB,FAST,2.728047028,4.058273320770094
4607,5311,10,Loaded,SB,FAST,2.728047028,4.058273320770094
4627,5211,10,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,5212,10,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5297,10,Loaded,SB,FAST,5.505756086,8.190424433581498
4197,5312,10,Loaded,SB,FAST,2.728047028,4.058273320770094
4595,5311,10,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5311,10,Loaded,SB,FAST,2.728047028,4.058273320770094
4595,5311,10,Loaded,SB,FAST,2.728047028,4.058273320770094
969,5297,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4540,5297,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4644,5311,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4013,5311,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4631,5306,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4630,5074,11,Loaded,SB,FAST,5.505756086,8.190424433581498
4607,5141,11,Loaded,SB,FAST,2.728047028,4.058273320770094
933,4878,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5112,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4425,5141,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5312,11,Loaded,SB,FAST,5.505756086,8.190424433581498
4653,5297,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,4830,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4590,5312,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5311,11,Loaded,SB,FAST,5.505756086,8.190424433581498
4633,5199,11,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5298,11,Loaded,SB,FAST,5.505756086,8.190424433581498
4607,5311,12,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5112,12,Loaded,SB,FAST,2.728047028,4.058273320770094
4641,5297,12,Loaded,SB,FAST,2.728047028,4.058273320770094
1714,5308,12,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,5297,12,Loaded,SB,FAST,2.728047028,4.058273320770094
4631,5306,12,Loaded,SB,FAST,2.728047028,4.058273320770094
4641,5297,12,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5306,12,Loaded,SB,FAST,2.728047028,4.058273320770094
4652,5286,12,Loaded,SB,FAST,2.728047028,4.058273320770094
4647,4961,12,Loaded,SB,FAST,2.728047028,4.058273320770094
4654,5192,12,Loaded,SB,FAST,2.728047028,4.058273320770094
3971,5118,12,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,5311,12,Loaded,SB,FAST,2.728047028,4.058273320770094
4588,5297,13,Loaded,SB,FAST,5.505756086,8.190424433581498
4653,5212,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4654,5003,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4312,4830,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4641,5297,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4631,5306,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4641,5297,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4544,5311,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4595,5311,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,5199,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4540,5112,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5212,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,5112,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4623,5297,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4611,5282,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4627,5211,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,5297,13,Loaded,SB,FAST,2.728047028,4.058273320770094
2253,4830,13,Loaded,SB,FAST,5.505756086,8.190424433581498
4544,5311,13,Loaded,SB,FAST,5.505756086,8.190424433581498
4627,5297,13,Loaded,SB,FAST,2.728047028,4.058273320770094
4643,5306,13,Loaded,SB,FAST,5.505756086,8.190424433581498
2010,4878,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5297,14,Loaded,SB,FAST,5.505756086,8.190424433581498
4607,5286,14,Loaded,SB,FAST,5.505756086,8.190424433581498
4608,5297,14,Loaded,SB,FAST,2.728047028,4.058273320770094
2452,5297,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,5297,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,5297,14,Loaded,SB,FAST,5.505756086,8.190424433581498
4627,5311,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4643,5306,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4611,5282,14,Loaded,SB,FAST,5.505756086,8.190424433581498
4641,5297,14,Loaded,SB,FAST,2.728047028,4.058273320770094
2477,5297,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4597,4847,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,5297,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5003,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4541,4878,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4631,5306,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4627,5311,14,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5311,15,Loaded,SB,FAST,2.728047028,4.058273320770094
4629,5306,15,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,4830,15,Loaded,SB,FAST,5.505756086,8.190424433581498
4597,5306,15,Loaded,SB,FAST,2.728047028,4.058273320770094
4649,5306,15,Loaded,SB,FAST,5.505756086,8.190424433581498
4631,5306,15,Loaded,SB,FAST,5.505756086,8.190424433581498
4608,5112,15,Loaded,SB,FAST,2.728047028,4.058273320770094
4590,5311,15,Loaded,SB,FAST,2.728047028,4.058273320770094
4588,4952,16,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5306,16,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,4830,16,Loaded,SB,FAST,2.728047028,4.058273320770094
4643,4830,16,Loaded,SB,FAST,2.728047028,4.058273320770094
4607,5297,16,Loaded,SB,FAST,2.728047028,4.058273320770094
4595,5311,17,Loaded,SB,FAST,2.728047028,4.058273320770094
4590,5311,17,Loaded,SB,FAST,2.728047028,4.058273320770094
4644,5311,17,Loaded,SB,FAST,2.728047028,4.058273320770094
4222,5311,17,Loaded,SB,FAST,2.728047028,4.058273320770094
4590,5286,17,Loaded,SB,FAST,2.728047028,4.058273320770094
4123,5085,17,Loaded,SB,FAST,2.728047028,4.058273320770094
4654,5297,17,Loaded,SB,FAST,2.728047028,4.058273320770094
4590,5311,17,Loaded,SB,FAST,5.505756086,8.190424433581498
4644,5094,17,Loaded,SB,FAST,2.728047028,4.058273320770094
4597,5311,17,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5311,17,Loaded,SB,FAST,5.505756086,8.190424433581498
4608,5299,17,Loaded,SB,FAST,2.728047028,4.058273320770094
4540,4952,18,Loaded,SB,FAST,5.505756086,8.190424433581498
4522,5297,18,Loaded,SB,FAST,2.728047028,4.058273320770094
4644,5311,18,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5064,18,Loaded,SB,FAST,5.505756086,8.190424433581498
4608,4830,18,Loaded,SB,FAST,5.505756086,8.190424433581498
4607,5287,18,Loaded,SB,FAST,2.728047028,4.058273320770094
4590,5297,18,Loaded,SB,FAST,2.728047028,4.058273320770094
4595,5311,18,Loaded,SB,FAST,2.728047028,4.058273320770094
4654,5297,18,Loaded,SB,FAST,2.728047028,4.058273320770094
4590,5297,18,Loaded,SB,FAST,2.728047028,4.058273320770094
4541,5297,19,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,5312,19,Loaded,SB,FAST,2.728047028,4.058273320770094
4594,5311,19,Loaded,SB,FAST,2.728047028,4.058273320770094
4644,5311,19,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5306,19,Loaded,SB,FAST,2.728047028,4.058273320770094
4608,5297,19,Loaded,SB,FAST,2.728047028,4.058273320770094
4607,5311,20,Loaded,SB,FAST,2.728047028,4.058273320770094
4653,5297,20,Loaded,SB,FAST,2.728047028,4.058273320770094
4544,5311,20,Loaded,SB,FAST,2.728047028,4.058273320770094
4590,5297,20,Loaded,SB,FAST,2.728047028,4.058273320770094
4641,5183,20,Loaded,SB,FAST,2.728047028,4.058273320770094
4643,5311,20,Loaded,SB,FAST,2.728047028,4.058273320770094
4631,5117,20,Loaded,SB,FAST,2.728047028,4.058273320770094
