FromZone,ToZone,ArHour,Purpose,POE,Lane,Dir,OrigWght,RevWght
4661,5064,12,HBO,SY,General,SB,21.04,15.354539936494437
4646,5012,12,HBW,SY,General,SB,21.04,15.354539936494437
4349,4878,12,HBS,SY,General,SB,21.04,15.354539936494437
4561,4905,12,HBS,SY,General,SB,21.04,15.354539936494437
4661,5278,12,HBS,SY,General,SB,21.04,15.354539936494437
4460,5080,12,HBS,SY,General,SB,21.04,15.354539936494437
4661,5080,12,HBS,SY,General,SB,21.04,15.354539936494437
4737,4567,12,HBO,OM,Special,NB,35.0,45.120058704884016
5300,4643,12,HBW,OM,Special,NB,35.0,45.120058704884016
4716,4661,12,HBO,OM,Special,NB,35.0,45.120058704884016
5302,4637,12,HBS,OM,Special,NB,35.0,45.120058704884016
5289,4531,12,HBW,OM,Special,NB,35.0,45.120058704884016
4878,4430,12,HBS,OM,Special,NB,35.0,45.120058704884016
5190,4453,12,HBS,OM,Special,NB,35.0,45.120058704884016
5295,4344,12,HBO,OM,Special,NB,35.0,45.120058704884016
5243,3106,12,HBW,OM,Special,NB,35.0,45.120058704884016
4762,4430,12,HBS,OM,Special,NB,35.0,45.120058704884016
5302,3152,12,HBO,OM,Special,NB,35.0,45.120058704884016
5298,4453,12,HBO,OM,Special,NB,35.0,45.120058704884016
5311,4339,12,HBS,OM,Special,NB,35.0,45.120058704884016
5184,4430,12,HBS,OM,Special,NB,35.0,45.120058704884016
5259,4561,12,HBS,OM,Special,NB,35.0,45.120058704884016
4846,4624,12,HBO,OM,Special,NB,35.0,45.120058704884016
4740,3106,12,HBW,SY,Special,NB,29.8261,45.120058704884016
5289,3522,12,HBO,SY,Special,NB,29.8261,45.120058704884016
5259,4456,12,HBW,SY,Special,NB,29.8261,45.120058704884016
4829,4280,12,HBO,SY,Special,NB,29.8261,45.120058704884016
4736,3904,12,HBO,SY,Special,NB,29.8261,45.120058704884016
4904,4661,12,HBO,SY,Special,NB,29.8261,45.120058704884016
5064,4280,12,HBW,SY,Special,NB,29.8261,45.120058704884016
5283,4336,12,HBW,SY,Special,NB,29.8261,45.120058704884016
5289,1521,12,HBW,SY,Special,NB,29.8261,45.120058704884016
4877,2063,12,HBW,SY,Special,NB,29.8261,45.120058704884016
4829,4200,12,HBW,SY,Special,NB,29.8261,45.120058704884016
4829,3858,12,HBW,SY,Special,NB,29.8261,45.120058704884016
4759,4430,12,HBS,SY,Special,NB,29.8261,45.120058704884016
4829,4526,12,HBW,SY,Special,NB,29.8261,45.120058704884016
5311,4616,12,HBS,SY,Special,NB,29.8261,45.120058704884016
5311,4544,12,HBO,SY,Special,NB,29.8261,45.120058704884016
4904,4185,12,HBS,SY,Special,NB,29.8261,45.120058704884016
5311,3085,12,HBS,SY,Special,NB,29.8261,45.120058704884016
5311,4628,12,HBS,SY,Special,NB,29.8261,45.120058704884016
5262,4661,12,HBS,SY,Special,NB,29.8261,45.120058704884016
5294,4661,12,HBS,SY,Special,NB,29.8261,45.120058704884016
5064,1190,12,HBS,SY,Special,NB,29.8261,45.120058704884016
4818,4430,12,HBS,SY,Special,NB,29.8261,45.120058704884016
4778,4526,12,HBS,SY,Special,NB,29.8261,45.120058704884016
4791,3522,12,HBW,SY,Special,NB,29.8261,45.120058704884016
4737,3316,12,HBW,SY,Special,NB,29.8261,45.120058704884016
4829,4616,12,HBO,SY,Special,NB,29.8261,45.120058704884016
4941,4430,12,HBW,SY,Special,NB,29.8261,45.120058704884016
5311,4443,13,HBS,OM,General,NB,3.3499,1.763631755214328
5304,3798,13,HBO,OM,General,NB,3.3499,1.763631755214328
4850,4641,13,HBW,OM,General,NB,3.3499,1.763631755214328
5080,4626,13,HBS,OM,General,NB,3.3499,1.763631755214328
5023,4647,13,HBW,OM,General,NB,3.3499,1.763631755214328
5297,4644,13,HBS,OM,General,NB,3.3499,1.763631755214328
5304,4643,13,HBW,OM,General,NB,3.3499,1.763631755214328
5311,4643,13,HBS,OM,General,NB,3.3499,1.763631755214328
5311,4503,13,HBO,OM,General,NB,3.3499,1.763631755214328
4842,4643,13,HBO,OM,General,NB,3.3499,1.763631755214328
4877,4595,13,HBS,OM,General,NB,3.3499,1.763631755214328
5297,4641,13,HBW,OM,General,NB,3.3499,1.763631755214328
5069,4536,13,HBW,OM,General,NB,3.3499,1.763631755214328
5283,4631,13,HBS,OM,General,NB,3.3499,1.763631755214328
5094,4659,13,HBW,OM,General,NB,3.3499,1.763631755214328
5030,4631,13,HBW,OM,General,NB,3.3499,1.763631755214328
5299,4630,13,HBW,OM,General,NB,3.3499,1.763631755214328
5064,4661,13,HBO,OM,General,NB,3.3499,1.763631755214328
5122,4641,13,HBO,OM,General,NB,3.3499,1.763631755214328
4946,4643,13,HBS,OM,General,NB,3.3499,1.763631755214328
4902,4643,13,HBW,OM,General,NB,3.3499,1.763631755214328
5087,4430,13,HBW,OM,General,NB,3.3499,1.763631755214328
5297,4644,13,HBW,OM,General,NB,3.3499,1.763631755214328
5094,4644,13,HBW,OM,General,NB,3.3499,1.763631755214328
5185,4322,13,HBO,OM,General,NB,3.3499,1.763631755214328
4818,4664,13,HBW,OM,General,NB,3.3499,1.763631755214328
5306,4540,13,HBW,OM,General,NB,3.3499,1.763631755214328
4818,4647,13,HBO,OM,General,NB,3.3499,1.763631755214328
5030,4609,13,HBW,OM,General,NB,3.3499,1.763631755214328
5297,4443,13,HBS,OM,General,NB,3.3499,1.763631755214328
5064,4339,13,HBS,OM,General,NB,3.3499,1.763631755214328
5297,4647,13,HBW,OM,General,NB,3.3499,1.763631755214328
5299,4128,13,HBO,OM,General,NB,3.3499,1.763631755214328
5064,4644,13,HBW,OM,General,NB,3.3499,1.763631755214328
5297,4430,13,HBS,OM,General,NB,3.3499,1.763631755214328
5211,4505,13,HBS,OM,General,NB,3.3499,1.763631755214328
5211,4647,13,HBW,OM,General,NB,3.3499,1.763631755214328
5297,4644,13,HBO,OM,General,NB,3.3499,1.763631755214328
5302,4643,13,HBW,OM,General,NB,3.3499,1.763631755214328
5297,4529,13,HBS,OM,General,NB,3.3499,1.763631755214328
5306,4643,13,HBO,OM,General,NB,3.3499,1.763631755214328
5311,4544,13,HBS,OM,General,NB,3.3499,1.763631755214328
5302,4643,13,HBW,OM,General,NB,3.3499,1.763631755214328
5039,4627,13,HBS,OM,General,NB,3.3499,1.763631755214328
5299,4503,13,HBW,OM,General,NB,3.3499,1.763631755214328
5298,4643,13,HBS,OM,General,NB,3.3499,1.763631755214328
4846,4208,13,HBS,OM,General,NB,3.3499,1.763631755214328
5190,4647,13,HBS,OM,General,NB,3.3499,1.763631755214328
5003,4443,13,HBS,OM,General,NB,3.3499,1.763631755214328
5306,4503,13,HBW,OM,General,NB,3.3499,1.763631755214328
4768,4322,13,HBO,OM,General,NB,3.3499,1.763631755214328
5122,4295,13,HBO,OM,General,NB,3.3499,1.763631755214328
5306,4145,13,HBS,OM,General,NB,3.3499,1.763631755214328
5064,4208,13,HBS,OM,General,NB,3.3499,1.763631755214328
5297,4662,13,HBS,OM,General,NB,3.3499,1.763631755214328
5190,4643,13,HBW,OM,General,NB,3.3499,1.763631755214328
5107,4644,13,HBW,OM,General,NB,3.3499,1.763631755214328
4986,3159,13,HBO,OM,General,NB,3.3499,1.763631755214328
5304,4430,13,HBS,OM,General,NB,3.3499,1.763631755214328
5297,4630,13,HBO,OM,General,NB,3.3499,1.763631755214328
5297,4643,13,HBW,OM,General,NB,3.3499,1.763631755214328
4830,4627,13,HBS,OM,General,NB,3.3499,1.763631755214328
4902,4627,13,HBW,OM,General,NB,3.3499,1.763631755214328
4829,4208,13,HBO,OM,General,NB,3.3499,1.763631755214328
4921,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
4902,4660,13,HBO,SY,General,NB,3.5339,2.381875155603978
4818,4646,13,HBW,SY,General,NB,3.5339,2.381875155603978
5273,4591,13,HBS,SY,General,NB,3.5339,2.381875155603978
4829,4443,13,HBS,SY,General,NB,3.5339,2.381875155603978
4959,4561,13,HBS,SY,General,NB,3.5339,2.381875155603978
5297,4280,13,HBO,SY,General,NB,3.5339,2.381875155603978
5064,4661,13,HBS,SY,General,NB,3.5339,2.381875155603978
4891,4456,13,HBS,SY,General,NB,3.5339,2.381875155603978
4696,4127,13,HBS,SY,General,NB,3.5339,2.381875155603978
5311,4365,13,HBS,SY,General,NB,3.5339,2.381875155603978
5298,4169,13,HBO,SY,General,NB,3.5339,2.381875155603978
5306,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5306,4661,13,HBS,SY,General,NB,3.5339,2.381875155603978
4737,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
4746,4227,13,HBS,SY,General,NB,3.5339,2.381875155603978
5266,4664,13,HBS,SY,General,NB,3.5339,2.381875155603978
4829,3975,13,HBW,SY,General,NB,3.5339,2.381875155603978
4829,4378,13,HBS,SY,General,NB,3.5339,2.381875155603978
5064,4661,13,HBS,SY,General,NB,3.5339,2.381875155603978
5064,4295,13,HBS,SY,General,NB,3.5339,2.381875155603978
5285,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
4971,4661,13,HBS,SY,General,NB,3.5339,2.381875155603978
5030,4616,13,HBO,SY,General,NB,3.5339,2.381875155603978
4941,4642,13,HBS,SY,General,NB,3.5339,2.381875155603978
5285,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5299,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
5283,3640,13,HBO,SY,General,NB,3.5339,2.381875155603978
4974,3106,13,HBO,SY,General,NB,3.5339,2.381875155603978
4829,4503,13,HBO,SY,General,NB,3.5339,2.381875155603978
5107,4280,13,HBO,SY,General,NB,3.5339,2.381875155603978
5149,2436,13,HBW,SY,General,NB,3.5339,2.381875155603978
4993,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
5299,4443,13,HBS,SY,General,NB,3.5339,2.381875155603978
4829,4664,13,HBS,SY,General,NB,3.5339,2.381875155603978
5311,4588,13,HBW,SY,General,NB,3.5339,2.381875155603978
5094,4324,13,HBW,SY,General,NB,3.5339,2.381875155603978
4740,4443,13,HBS,SY,General,NB,3.5339,2.381875155603978
4811,4476,13,HBS,SY,General,NB,3.5339,2.381875155603978
5158,4614,13,HBO,SY,General,NB,3.5339,2.381875155603978
5306,4631,13,HBW,SY,General,NB,3.5339,2.381875155603978
4829,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
4871,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5090,3947,13,HBS,SY,General,NB,3.5339,2.381875155603978
5206,4315,13,HBO,SY,General,NB,3.5339,2.381875155603978
5030,4189,13,HBW,SY,General,NB,3.5339,2.381875155603978
4829,4651,13,HBS,SY,General,NB,3.5339,2.381875155603978
5268,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5302,2648,13,HBS,SY,General,NB,3.5339,2.381875155603978
5297,4227,13,HBS,SY,General,NB,3.5339,2.381875155603978
4878,4447,13,HBO,SY,General,NB,3.5339,2.381875155603978
5222,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
4737,4642,13,HBS,SY,General,NB,3.5339,2.381875155603978
5012,4561,13,HBS,SY,General,NB,3.5339,2.381875155603978
4939,4529,13,HBO,SY,General,NB,3.5339,2.381875155603978
4896,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5285,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
4941,4662,13,HBO,SY,General,NB,3.5339,2.381875155603978
4821,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
4984,4297,13,HBS,SY,General,NB,3.5339,2.381875155603978
4893,4026,13,HBO,SY,General,NB,3.5339,2.381875155603978
4923,4642,13,HBS,SY,General,NB,3.5339,2.381875155603978
4736,4660,13,HBO,SY,General,NB,3.5339,2.381875155603978
5154,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
4876,4661,13,HBW,SY,General,NB,3.5339,2.381875155603978
5302,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5262,4664,13,HBS,SY,General,NB,3.5339,2.381875155603978
5311,4616,13,HBW,SY,General,NB,3.5339,2.381875155603978
4952,4640,13,HBW,SY,General,NB,3.5339,2.381875155603978
5301,4642,13,HBS,SY,General,NB,3.5339,2.381875155603978
4986,4664,13,HBS,SY,General,NB,3.5339,2.381875155603978
4883,4664,13,HBW,SY,General,NB,3.5339,2.381875155603978
4826,4662,13,HBS,SY,General,NB,3.5339,2.381875155603978
5289,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
5313,4664,13,HBS,SY,General,NB,3.5339,2.381875155603978
5030,4646,13,HBO,SY,General,NB,3.5339,2.381875155603978
5311,4503,13,HBS,SY,General,NB,3.5339,2.381875155603978
5193,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
4942,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
5283,4321,13,HBO,SY,General,NB,3.5339,2.381875155603978
4908,4390,13,HBS,SY,General,NB,3.5339,2.381875155603978
5058,4443,13,HBS,SY,General,NB,3.5339,2.381875155603978
5116,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
4780,4402,13,HBS,SY,General,NB,3.5339,2.381875155603978
5297,4646,13,HBW,SY,General,NB,3.5339,2.381875155603978
4733,4162,13,HBO,SY,General,NB,3.5339,2.381875155603978
4895,4651,13,HBO,SY,General,NB,3.5339,2.381875155603978
5297,3296,13,HBO,SY,General,NB,3.5339,2.381875155603978
5064,4378,13,HBS,SY,General,NB,3.5339,2.381875155603978
4890,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
5030,4661,13,HBS,SY,General,NB,3.5339,2.381875155603978
5302,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
5302,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
4759,4544,13,HBW,SY,General,NB,3.5339,2.381875155603978
5297,4662,13,HBO,SY,General,NB,3.5339,2.381875155603978
4789,4661,13,HBS,SY,General,NB,3.5339,2.381875155603978
4768,4443,13,HBS,SY,General,NB,3.5339,2.381875155603978
4897,4332,13,HBS,SY,General,NB,3.5339,2.381875155603978
5064,4642,13,HBS,SY,General,NB,3.5339,2.381875155603978
5224,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
5304,4430,13,HBO,SY,General,NB,3.5339,2.381875155603978
5087,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
5307,4660,13,HBW,SY,General,NB,3.5339,2.381875155603978
4890,4349,13,HBS,SY,General,NB,3.5339,2.381875155603978
5283,3939,13,HBS,SY,General,NB,3.5339,2.381875155603978
5283,3973,13,HBW,SY,General,NB,3.5339,2.381875155603978
4904,3798,13,HBO,SY,General,NB,3.5339,2.381875155603978
5273,1925,13,HBW,SY,General,NB,3.5339,2.381875155603978
5298,4315,13,HBS,SY,General,NB,3.5339,2.381875155603978
4902,4451,13,HBO,SY,General,NB,3.5339,2.381875155603978
4842,4503,13,HBW,SY,General,NB,3.5339,2.381875155603978
5297,4620,13,HBO,SY,General,NB,3.5339,2.381875155603978
4829,4664,13,HBW,SY,General,NB,3.5339,2.381875155603978
5306,4475,13,HBS,SY,General,NB,3.5339,2.381875155603978
5039,4661,13,HBO,SY,General,NB,3.5339,2.381875155603978
5311,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
4733,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
4829,4543,13,HBW,SY,General,NB,3.5339,2.381875155603978
5304,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
5302,4332,13,HBO,SY,General,NB,3.5339,2.381875155603978
5311,4335,13,HBS,SY,General,NB,3.5339,2.381875155603978
5306,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5304,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5306,4663,13,HBS,SY,General,NB,3.5339,2.381875155603978
4829,4354,13,HBS,SY,General,NB,3.5339,2.381875155603978
5233,4324,13,HBS,SY,General,NB,3.5339,2.381875155603978
4803,4616,13,HBS,SY,General,NB,3.5339,2.381875155603978
5283,4339,13,HBS,SY,General,NB,3.5339,2.381875155603978
5080,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
4896,2696,13,HBS,SY,General,NB,3.5339,2.381875155603978
5285,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
5064,4318,13,HBS,SY,General,NB,3.5339,2.381875155603978
4815,4443,13,HBW,SY,General,NB,3.5339,2.381875155603978
5304,4642,13,HBS,SY,General,NB,3.5339,2.381875155603978
4896,4660,13,HBW,SY,General,NB,3.5339,2.381875155603978
5183,4662,13,HBS,SY,General,NB,3.5339,2.381875155603978
4889,4616,13,HBS,SY,General,NB,3.5339,2.381875155603978
4740,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5303,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
4829,4472,13,HBS,SY,General,NB,3.5339,2.381875155603978
4829,4664,13,HBW,SY,General,NB,3.5339,2.381875155603978
5190,4280,13,HBO,SY,General,NB,3.5339,2.381875155603978
4878,4642,13,HBS,SY,General,NB,3.5339,2.381875155603978
4969,4443,13,HBS,SY,General,NB,3.5339,2.381875155603978
5300,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
5298,4662,13,HBS,SY,General,NB,3.5339,2.381875155603978
4961,4208,13,HBW,SY,General,NB,3.5339,2.381875155603978
5302,4616,13,HBW,SY,General,NB,3.5339,2.381875155603978
4811,4367,13,HBW,SY,General,NB,3.5339,2.381875155603978
4818,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
5151,3614,13,HBS,SY,General,NB,3.5339,2.381875155603978
4727,4472,13,HBS,SY,General,NB,3.5339,2.381875155603978
5306,4554,13,HBW,SY,General,NB,3.5339,2.381875155603978
4740,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5283,4660,13,HBW,SY,General,NB,3.5339,2.381875155603978
4758,4443,13,HBS,SY,General,NB,3.5339,2.381875155603978
4906,2479,13,HBW,SY,General,NB,3.5339,2.381875155603978
4734,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
4734,2730,13,HBS,SY,General,NB,3.5339,2.381875155603978
4902,4443,13,HBO,SY,General,NB,3.5339,2.381875155603978
4878,4646,13,HBS,SY,General,NB,3.5339,2.381875155603978
4806,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5276,3020,13,HBO,SY,General,NB,3.5339,2.381875155603978
4833,4442,13,HBS,SY,General,NB,3.5339,2.381875155603978
5000,4664,13,HBW,SY,General,NB,3.5339,2.381875155603978
4791,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
4850,4503,13,HBS,SY,General,NB,3.5339,2.381875155603978
5297,4664,13,HBW,SY,General,NB,3.5339,2.381875155603978
5283,4637,13,HBS,SY,General,NB,3.5339,2.381875155603978
4941,4443,13,HBW,SY,General,NB,3.5339,2.381875155603978
5151,3859,13,HBW,SY,General,NB,3.5339,2.381875155603978
4935,4642,13,HBO,SY,General,NB,3.5339,2.381875155603978
5291,4529,13,HBS,SY,General,NB,3.5339,2.381875155603978
5307,4662,13,HBS,SY,General,NB,3.5339,2.381875155603978
4984,4648,13,HBS,SY,General,NB,3.5339,2.381875155603978
5233,4664,13,HBS,SY,General,NB,3.5339,2.381875155603978
5233,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5112,4660,13,HBS,SY,General,NB,3.5339,2.381875155603978
5304,4470,13,HBS,SY,General,NB,3.5339,2.381875155603978
4842,4430,13,HBW,SY,General,NB,3.5339,2.381875155603978
4902,4640,13,HBS,SY,General,NB,3.5339,2.381875155603978
5300,4297,13,HBS,SY,General,NB,3.5339,2.381875155603978
5123,4430,13,HBS,SY,General,NB,3.5339,2.381875155603978
5064,4242,13,HBS,SY,General,NB,3.5339,2.381875155603978
4830,4642,13,HBS,SY,General,NB,3.5339,2.381875155603978
4002,5297,13,HBO,OM,General,SB,32.6214,20.077129292175417
4285,4961,13,HBW,OM,General,SB,32.6214,20.077129292175417
4647,4731,13,HBO,OM,General,SB,32.6214,20.077129292175417
4591,5096,13,HBW,OM,General,SB,32.6214,20.077129292175417
4643,5302,13,HBW,OM,General,SB,32.6214,20.077129292175417
4529,5297,13,HBS,OM,General,SB,32.6214,20.077129292175417
4643,5042,13,HBS,OM,General,SB,32.6214,20.077129292175417
4643,5306,13,HBO,OM,General,SB,32.6214,20.077129292175417
4544,5311,13,HBS,OM,General,SB,32.6214,20.077129292175417
4503,5299,13,HBW,OM,General,SB,32.6214,20.077129292175417
4643,5298,13,HBS,OM,General,SB,32.6214,20.077129292175417
4443,5003,13,HBS,OM,General,SB,32.6214,20.077129292175417
4627,5012,13,HBW,OM,General,SB,32.6214,20.077129292175417
4503,5306,13,HBW,OM,General,SB,32.6214,20.077129292175417
4236,4778,13,HBO,OM,General,SB,32.6214,20.077129292175417
4322,4768,13,HBO,OM,General,SB,32.6214,20.077129292175417
4643,5302,13,HBO,OM,General,SB,32.6214,20.077129292175417
4628,5299,13,HBW,OM,General,SB,32.6214,20.077129292175417
4145,5306,13,HBS,OM,General,SB,32.6214,20.077129292175417
4208,5064,13,HBS,OM,General,SB,32.6214,20.077129292175417
4297,5151,13,HBS,OM,General,SB,32.6214,20.077129292175417
4640,5064,13,HBS,SY,General,SB,21.04,17.24163228316101
4660,5306,13,HBS,SY,General,SB,21.04,17.24163228316101
4664,5308,13,HBS,SY,General,SB,21.04,17.24163228316101
4663,5122,13,HBS,SY,General,SB,21.04,17.24163228316101
4664,5278,13,HBW,SY,General,SB,21.04,17.24163228316101
4664,4883,13,HBS,SY,General,SB,21.04,17.24163228316101
4202,5291,13,HBO,SY,General,SB,21.04,17.24163228316101
4507,4878,13,HBS,SY,General,SB,21.04,17.24163228316101
4164,4904,13,HBW,SY,General,SB,21.04,17.24163228316101
4661,4696,13,HBS,SY,General,SB,21.04,17.24163228316101
4642,5064,13,HBO,SY,General,SB,21.04,17.24163228316101
4503,4821,13,HBS,SY,General,SB,21.04,17.24163228316101
4596,4941,13,HBS,SY,General,SB,21.04,17.24163228316101
4664,5144,13,HBS,SY,General,SB,21.04,17.24163228316101
4430,5304,13,HBW,SY,General,SB,21.04,17.24163228316101
4125,5300,13,HBS,SY,General,SB,21.04,17.24163228316101
4660,5012,13,HBS,SY,General,SB,21.04,17.24163228316101
4640,5064,13,HBS,SY,General,SB,21.04,17.24163228316101
4572,4878,13,HBS,SY,General,SB,21.04,17.24163228316101
4645,4696,13,HBS,SY,General,SB,21.04,17.24163228316101
4131,4789,13,HBW,SY,General,SB,21.04,17.24163228316101
4660,4850,13,HBS,SY,General,SB,21.04,17.24163228316101
4557,4878,13,HBS,SY,General,SB,21.04,17.24163228316101
4469,4891,13,HBW,SY,General,SB,21.04,17.24163228316101
4662,5174,13,HBS,SY,General,SB,21.04,17.24163228316101
4413,4732,13,HBS,SY,General,SB,21.04,17.24163228316101
3667,4733,13,HBS,SY,General,SB,21.04,17.24163228316101
4664,5118,13,HBW,SY,General,SB,21.04,17.24163228316101
4645,5302,13,HBW,SY,General,SB,21.04,17.24163228316101
4145,4941,13,HBW,SY,General,SB,21.04,17.24163228316101
4526,4818,13,HBS,SY,General,SB,21.04,17.24163228316101
4502,5285,13,HBS,SY,General,SB,21.04,17.24163228316101
4339,5311,13,HBS,SY,General,SB,21.04,17.24163228316101
4660,5120,13,HBS,SY,General,SB,21.04,17.24163228316101
4321,5158,13,HBW,SY,General,SB,21.04,17.24163228316101
4503,5030,13,HBS,SY,General,SB,21.04,17.24163228316101
4646,4941,13,HBS,SY,General,SB,21.04,17.24163228316101
4646,4907,13,HBS,SY,General,SB,21.04,17.24163228316101
4640,4696,13,HBS,SY,General,SB,21.04,17.24163228316101
4417,4829,13,HBW,SY,General,SB,21.04,17.24163228316101
4430,5298,13,HBS,SY,General,SB,21.04,17.24163228316101
4646,5311,13,HBO,SY,General,SB,21.04,17.24163228316101
4472,5311,13,HBS,SY,General,SB,21.04,17.24163228316101
4500,4961,13,HBS,SY,General,SB,21.04,17.24163228316101
4443,5064,13,HBS,SY,General,SB,21.04,17.24163228316101
4551,4803,13,HBS,SY,General,SB,21.04,17.24163228316101
4664,4907,13,HBS,SY,General,SB,21.04,17.24163228316101
4616,4878,13,HBS,SY,General,SB,21.04,17.24163228316101
4443,5038,13,HBS,SY,General,SB,21.04,17.24163228316101
3798,4849,13,HBS,SY,General,SB,21.04,17.24163228316101
4662,5285,13,HBS,SY,General,SB,21.04,17.24163228316101
4664,5151,13,HBS,SY,General,SB,21.04,17.24163228316101
4443,5108,13,HBO,SY,General,SB,21.04,17.24163228316101
4664,5172,13,HBS,SY,General,SB,21.04,17.24163228316101
4664,5311,13,HBS,SY,General,SB,21.04,17.24163228316101
4382,4728,13,HBO,SY,General,SB,21.04,17.24163228316101
4401,5300,13,HBS,SY,General,SB,21.04,17.24163228316101
4503,4851,13,HBS,SY,General,SB,21.04,17.24163228316101
4664,5190,13,HBS,SY,General,SB,21.04,17.24163228316101
4469,5286,13,HBS,SY,General,SB,21.04,17.24163228316101
4600,5283,13,HBO,SY,General,SB,21.04,17.24163228316101
4663,4737,13,HBS,SY,General,SB,21.04,17.24163228316101
4637,4970,13,HBS,SY,General,SB,21.04,17.24163228316101
4443,4829,13,HBS,SY,General,SB,21.04,17.24163228316101
4443,5306,13,HBS,SY,General,SB,21.04,17.24163228316101
4660,5166,13,HBS,SY,General,SB,21.04,17.24163228316101
4346,5112,13,HBS,SY,General,SB,21.04,17.24163228316101
4425,4877,13,HBS,SY,General,SB,21.04,17.24163228316101
4443,5311,13,HBS,SY,General,SB,21.04,17.24163228316101
4443,5190,13,HBS,SY,General,SB,21.04,17.24163228316101
4430,5311,13,HBS,SY,General,SB,21.04,17.24163228316101
4443,4941,13,HBO,SY,General,SB,21.04,17.24163228316101
4443,5294,13,HBS,SY,General,SB,21.04,17.24163228316101
4523,5249,13,HBO,SY,General,SB,21.04,17.24163228316101
4662,4871,13,HBS,SY,General,SB,21.04,17.24163228316101
4443,4889,13,HBO,SY,General,SB,21.04,17.24163228316101
4642,5306,13,HBS,SY,General,SB,21.04,17.24163228316101
4453,5283,13,HBS,SY,General,SB,21.04,17.24163228316101
4407,4946,13,HBO,SY,General,SB,21.04,17.24163228316101
3073,4826,13,HBS,SY,General,SB,21.04,17.24163228316101
4662,5208,13,HBS,SY,General,SB,21.04,17.24163228316101
4656,5311,13,HBS,SY,General,SB,21.04,17.24163228316101
4637,5311,13,HBS,SY,General,SB,21.04,17.24163228316101
4637,4734,13,HBS,SY,General,SB,21.04,17.24163228316101
4663,4725,13,HBS,SY,General,SB,21.04,17.24163228316101
4347,5118,13,HBO,SY,General,SB,21.04,17.24163228316101
4660,4921,13,HBS,SY,General,SB,21.04,17.24163228316101
4238,5306,13,HBO,SY,General,SB,21.04,17.24163228316101
4829,4339,13,HBO,OM,Special,NB,35.0,45.02051229126961
4716,4339,13,HBS,OM,Special,NB,35.0,45.02051229126961
5311,3663,13,HBO,OM,Special,NB,35.0,45.02051229126961
5311,4430,13,HBS,OM,Special,NB,35.0,45.02051229126961
5259,4620,13,HBS,OM,Special,NB,35.0,45.02051229126961
5117,1816,13,HBW,OM,Special,NB,35.0,45.02051229126961
4948,4661,13,HBS,OM,Special,NB,35.0,45.02051229126961
5090,4208,13,HBW,OM,Special,NB,35.0,45.02051229126961
5030,3637,13,HBW,OM,Special,NB,35.0,45.02051229126961
4829,4430,13,HBO,OM,Special,NB,35.0,45.02051229126961
5291,4263,13,HBO,OM,Special,NB,35.0,45.02051229126961
5287,2954,13,HBS,OM,Special,NB,35.0,45.02051229126961
5311,4339,13,HBO,OM,Special,NB,35.0,45.02051229126961
4818,4430,13,HBW,OM,Special,NB,35.0,45.02051229126961
5302,4503,13,HBO,OM,Special,NB,35.0,45.02051229126961
