Time,POE,Lane,Open Lanes,Stacked Lanes,Volume,Capacity,Unprocessed,Wait Time,NB POV Toll,NB Trk Toll,SB POV Toll,SB Trk Toll
2,"SY","POV_RE",3.500000,0.500000,390.217902,245.500000,144.717902,17.684469,2.000000,10.000000,1.000000,5.000000
2,"SY","POV_SE",0.500000,0.000000,107.272995,72.500000,34.772995,14.388826,2.000000,10.000000,1.000000,5.000000
2,"SY","POV_SB",4.000000,0.000000,1015.163391,2460.000000,0.000000,0.000000,2.000000,10.000000,1.000000,5.000000
2,"OM","POV_GP",2.000000,0.000000,226.594904,120.000000,106.594904,26.648726,2.000000,10.000000,1.000000,5.000000
2,"OM","POV_RE",1.500000,0.000000,149.781049,103.500000,46.281049,13.414797,2.000000,10.000000,1.000000,5.000000
2,"OM","POV_SE",0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,10.000000,1.000000,5.000000
2,"OM","POV_SB",2.000000,0.000000,570.086113,1230.000000,0.000000,0.000000,2.000000,10.000000,1.000000,5.000000
2,"OM","COM_GP",0.500000,0.000000,0.000000,9.500000,0.000000,40.000000,2.000000,10.000000,1.000000,5.000000
2,"OM","COM_SP",0.500000,0.000000,0.000000,10.500000,0.000000,40.000000,2.000000,10.000000,1.000000,5.000000
2,"OM","COM_SB",4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,2.000000,10.000000,1.000000,5.000000
2,"OME","POV_GP",3.500000,0.000000,267.047202,210.000000,57.047202,8.149600,2.000000,10.000000,1.000000,5.000000
2,"OME","POV_RE",1.000000,0.000000,53.586181,69.000000,0.000000,0.000000,2.000000,10.000000,1.000000,5.000000
2,"OME","POV_SE",0.500000,0.000000,13.409124,72.500000,0.000000,0.000000,2.000000,10.000000,1.000000,5.000000
2,"OME","POV_SB",3.000000,0.000000,0.000000,1845.000000,0.000000,0.000000,2.000000,10.000000,1.000000,5.000000
2,"OME","COM_GP",0.500000,0.000000,0.000000,9.500000,0.000000,0.000000,2.000000,10.000000,1.000000,5.000000
2,"OME","COM_SP",0.500000,0.000000,0.000000,10.500000,0.000000,0.000000,2.000000,10.000000,1.000000,5.000000
2,"OME","COM_SB",4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,2.000000,10.000000,1.000000,5.000000
3,"SY","POV_GP",13.500000,0.500000,1895.971281,818.000000,1077.971281,39.534399,3.500000,10.000000,1.000000,5.000000
3,"SY","POV_RE",6.000000,0.500000,720.875754,418.000000,302.875754,21.737494,3.500000,10.000000,1.000000,5.000000
3,"SY","POV_SE",1.000000,0.000000,124.013302,145.000000,0.000000,0.000000,3.500000,10.000000,1.000000,5.000000
3,"SY","POV_SB",4.000000,0.000000,701.456985,2460.000000,0.000000,0.000000,3.500000,10.000000,1.000000,5.000000
3,"OM","POV_GP",5.000000,0.000000,669.328676,300.000000,369.328676,36.932868,3.500000,10.000000,1.000000,5.000000
3,"OM","POV_RE",1.500000,0.000000,156.635689,103.500000,53.135689,15.401649,3.500000,10.000000,1.000000,5.000000
3,"OM","POV_SE",0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,3.500000,10.000000,1.000000,5.000000
3,"OM","POV_SB",2.000000,0.000000,526.295822,1230.000000,0.000000,0.000000,3.500000,10.000000,1.000000,5.000000
3,"OM","COM_GP",0.500000,0.000000,0.000000,9.500000,0.000000,40.000000,3.500000,10.000000,1.000000,5.000000
3,"OM","COM_SP",0.500000,0.000000,0.000000,10.500000,0.000000,40.000000,3.500000,10.000000,1.000000,5.000000
3,"OM","COM_SB",4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,3.500000,10.000000,1.000000,5.000000
3,"OME","POV_GP",3.500000,3.500000,368.419263,266.000000,102.419263,11.551045,3.500000,10.000000,1.000000,5.000000
3,"OME","POV_RE",1.000000,0.000000,12.536581,69.000000,0.000000,0.000000,3.500000,10.000000,1.000000,5.000000
3,"OME","POV_SE",0.500000,0.000000,0.000000,72.500000,0.000000,0.000000,3.500000,10.000000,1.000000,5.000000
3,"OME","POV_SB",3.000000,0.000000,0.000000,1845.000000,0.000000,0.000000,3.500000,10.000000,1.000000,5.000000
3,"OME","COM_GP",0.500000,0.000000,0.000000,9.500000,0.000000,0.000000,3.500000,10.000000,1.000000,5.000000
3,"OME","COM_SP",0.500000,0.000000,0.000000,10.500000,0.000000,0.000000,3.500000,10.000000,1.000000,5.000000
3,"OME","COM_SB",4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,3.500000,10.000000,1.000000,5.000000
4,"SY","POV_GP",18.500000,9.000000,3116.404916,1254.000000,1862.404916,44.555142,5.527778,10.000000,1.000000,5.000000
4,"SY","POV_RE",10.000000,1.500000,1219.184759,702.000000,517.184759,22.101913,5.527778,10.000000,1.000000,5.000000
4,"SY","POV_SE",1.000000,0.000000,202.931258,145.000000,57.931258,11.985778,5.527778,10.000000,1.000000,5.000000
4,"SY","POV_SB",4.000000,0.000000,415.215630,2460.000000,0.000000,0.000000,5.527778,10.000000,1.000000,5.000000
4,"OM","POV_GP",3.500000,0.000000,526.939889,210.000000,316.939889,45.277127,5.527778,10.000000,1.000000,5.000000
4,"OM","POV_RE",3.000000,0.000000,367.684208,207.000000,160.684208,23.287566,5.527778,10.000000,1.000000,5.000000
4,"OM","POV_SE",0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,5.527778,10.000000,1.000000,5.000000
4,"OM","POV_SB",2.000000,0.000000,122.732536,1230.000000,0.000000,0.000000,5.527778,10.000000,1.000000,5.000000
4,"OM","COM_GP",0.500000,0.000000,0.000000,9.500000,0.000000,40.000000,5.527778,10.000000,1.000000,5.000000
4,"OM","COM_SP",0.500000,0.000000,0.000000,10.500000,0.000000,40.000000,5.527778,10.000000,1.000000,5.000000
4,"OM","COM_SB",4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,5.527778,10.000000,1.000000,5.000000
4,"OME","POV_GP",2.500000,2.500000,256.522605,190.000000,66.522605,10.503569,5.527778,10.000000,1.000000,5.000000
4,"OME","POV_RE",2.000000,1.500000,170.108777,150.000000,20.108777,4.021755,5.527778,10.000000,1.000000,5.000000
4,"OME","POV_SE",0.500000,0.000000,16.912687,72.500000,0.000000,0.000000,5.527778,10.000000,1.000000,5.000000
4,"OME","POV_SB",3.000000,0.000000,0.000000,1845.000000,0.000000,0.000000,5.527778,10.000000,1.000000,5.000000
4,"OME","COM_GP",0.500000,0.000000,0.000000,9.500000,0.000000,0.000000,5.527778,10.000000,1.000000,5.000000
4,"OME","COM_SP",0.500000,0.000000,0.000000,10.500000,0.000000,0.000000,5.527778,10.000000,1.000000,5.000000
4,"OME","COM_SB",4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,5.527778,10.000000,1.000000,5.000000
5,"SY","POV_GP",17.000000,17.000000,4833.053896,1292.000000,3541.053896,82.222614,16.676506,10.000000,1.000000,5.000000
5,"SY","POV_RE",10.000000,10.000000,2070.492026,770.000000,1300.492026,50.668520,16.676506,10.000000,1.000000,5.000000
5,"SY","POV_SE",2.500000,0.000000,493.700638,362.500000,131.200638,10.857984,16.676506,10.000000,1.000000,5.000000
5,"SY","POV_SB",4.000000,0.000000,494.862091,2460.000000,0.000000,0.000000,16.676506,10.000000,1.000000,5.000000
5,"OM","POV_GP",3.000000,0.000000,702.887939,180.000000,522.887939,87.147990,16.676506,10.000000,1.000000,5.000000
5,"OM","POV_RE",3.500000,0.000000,652.548968,241.500000,411.048968,51.061984,16.676506,10.000000,1.000000,5.000000
5,"OM","POV_SE",0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,16.676506,10.000000,1.000000,5.000000
5,"OM","POV_SB",2.000000,0.000000,342.094856,1230.000000,0.000000,0.000000,16.676506,10.000000,1.000000,5.000000
5,"OM","COM_GP",0.500000,0.000000,0.000000,9.500000,0.000000,40.000000,16.676506,10.000000,1.000000,5.000000
5,"OM","COM_SP",0.500000,0.000000,0.000000,10.500000,0.000000,40.000000,16.676506,10.000000,1.000000,5.000000
5,"OM","COM_SB",4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,16.676506,10.000000,1.000000,5.000000
5,"OME","POV_GP",1.000000,1.000000,89.954424,76.000000,13.954424,5.508325,16.676506,10.000000,1.000000,5.000000
5,"OME","POV_RE",3.500000,3.000000,276.253393,265.500000,10.753393,1.215073,16.676506,10.000000,1.000000,5.000000
5,"OME","POV_SE",0.500000,0.000000,2.234746,72.500000,0.000000,0.000000,16.676506,10.000000,1.000000,5.000000
5,"OME","POV_SB",3.000000,0.000000,0.000000,1845.000000,0.000000,0.000000,16.676506,10.000000,1.000000,5.000000
5,"OME","COM_GP",0.500000,0.000000,0.000000,9.500000,0.000000,0.000000,16.676506,10.000000,1.000000,5.000000
5,"OME","COM_SP",0.500000,0.000000,0.000000,10.500000,0.000000,0.000000,16.676506,10.000000,1.000000,5.000000
5,"OME","COM_SB",4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,16.676506,10.000000,1.000000,5.000000
6,"SY","POV_GP",13.500000,13.500000,5211.072408,1026.000000,4185.072408,122.370538,21.709117,10.000000,1.000000,5.000000
6,"SY","POV_RE",11.000000,11.000000,2716.744658,847.000000,1869.744658,66.224722,21.709117,10.000000,1.000000,5.000000
6,"SY","POV_SE",5.000000,0.000000,1005.136450,725.000000,280.136450,11.591853,21.709117,10.000000,1.000000,5.000000
6,"SY","POV_SB",4.000000,0.000000,727.287374,2460.000000,0.000000,0.000000,21.709117,10.000000,1.000000,5.000000
6,"OM","POV_GP",4.500000,0.000000,1543.160389,270.000000,1273.160389,141.462265,21.709117,10.000000,1.000000,5.000000
6,"OM","POV_RE",4.500000,0.000000,1021.263319,310.500000,710.763319,68.672784,21.709117,10.000000,1.000000,5.000000
6,"OM","POV_SE",3.000000,0.000000,579.230165,435.000000,144.230165,9.946908,21.709117,10.000000,1.000000,5.000000
6,"OM","POV_SB",2.000000,0.000000,385.169344,1230.000000,0.000000,0.000000,21.709117,10.000000,1.000000,5.000000
6,"OM","COM_GP",0.500000,0.000000,0.000000,9.500000,0.000000,40.000000,21.709117,10.000000,1.000000,5.000000
6,"OM","COM_SP",0.500000,0.000000,0.000000,10.500000,0.000000,40.000000,21.709117,10.000000,1.000000,5.000000
6,"OM","COM_SB",4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,21.709117,10.000000,1.000000,5.000000
6,"OME","POV_GP",6.000000,6.000000,712.710565,456.000000,256.710565,16.888853,21.709117,10.000000,1.000000,5.000000
6,"OME","POV_RE",2.500000,2.500000,248.986552,192.500000,56.486552,8.803099,21.709117,10.000000,1.000000,5.000000
6,"OME","POV_SE",0.500000,0.000000,0.000000,72.500000,0.000000,0.000000,21.709117,10.000000,1.000000,5.000000
6,"OME","POV_SB",3.000000,0.000000,0.000000,1845.000000,0.000000,0.000000,21.709117,10.000000,1.000000,5.000000
6,"OME","COM_GP",0.500000,0.000000,0.000000,9.500000,0.000000,0.000000,21.709117,10.000000,1.000000,5.000000
6,"OME","COM_SP",0.500000,0.000000,0.000000,10.500000,0.000000,0.000000,21.709117,10.000000,1.000000,5.000000
6,"OME","COM_SB",4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,21.709117,10.000000,1.000000,5.000000
7,"SY","POV_GP",12.000000,12.000000,5761.758561,912.000000,4849.758561,159.531532,37.477581,20.460836,1.000000,5.000000
7,"SY","POV_RE",12.000000,12.000000,3655.492622,924.000000,2731.492622,88.684825,37.477581,20.460836,1.000000,5.000000
7,"SY","POV_SE",5.500000,0.000000,1229.558132,797.500000,432.058132,16.252971,37.477581,20.460836,1.000000,5.000000
7,"SY","POV_SB",4.000000,0.000000,1762.926642,2460.000000,0.000000,0.000000,37.477581,20.460836,1.000000,5.000000
7,"OM","POV_GP",4.500000,0.000000,1745.388997,270.000000,1475.388997,163.932111,37.477581,20.460836,1.000000,5.000000
7,"OM","POV_RE",4.500000,0.000000,1237.115024,310.500000,926.615024,89.528022,37.477581,20.460836,1.000000,5.000000
7,"OM","POV_SE",3.000000,0.000000,628.672935,435.000000,193.672935,13.356754,37.477581,20.460836,1.000000,5.000000
7,"OM","POV_SB",2.000000,0.000000,798.806386,1230.000000,0.000000,0.000000,37.477581,20.460836,1.000000,5.000000
7,"OM","COM_GP",3.000000,0.000000,104.893906,57.000000,47.893906,65.207319,37.477581,20.460836,1.000000,5.000000
7,"OM","COM_SP",0.500000,0.000000,7.658201,10.500000,0.000000,40.000000,37.477581,20.460836,1.000000,5.000000
7,"OM","COM_SB",4.000000,0.000000,237.802801,200.000000,37.802801,5.670420,37.477581,20.460836,1.000000,5.000000
7,"OME","POV_GP",5.000000,5.000000,556.140337,380.000000,176.140337,13.905816,37.477581,20.460836,1.000000,5.000000
7,"OME","POV_RE",3.500000,3.500000,376.786938,269.500000,107.286938,11.942887,37.477581,20.460836,1.000000,5.000000
7,"OME","POV_SE",0.500000,0.000000,0.000000,72.500000,0.000000,0.000000,37.477581,20.460836,1.000000,5.000000
7,"OME","POV_SB",3.000000,0.000000,0.000000,1845.000000,0.000000,0.000000,37.477581,20.460836,1.000000,5.000000
7,"OME","COM_GP",6.500000,0.000000,146.112793,123.500000,22.612793,5.492986,37.477581,20.460836,1.000000,5.000000
7,"OME","COM_SP",1.500000,0.000000,24.883200,31.500000,0.000000,0.000000,37.477581,20.460836,1.000000,5.000000
7,"OME","COM_SB",4.000000,0.000000,1.550214,200.000000,0.000000,0.000000,37.477581,20.460836,1.000000,5.000000
8,"SY","POV_GP",11.500000,11.500000,5928.163014,874.000000,5054.163014,173.483856,42.410914,20.794170,1.000000,5.000000
8,"SY","POV_RE",11.500000,11.500000,3693.914042,885.500000,2808.414042,95.146721,42.410914,20.794170,1.000000,5.000000
8,"SY","POV_SE",7.000000,0.000000,1601.433962,1015.000000,586.433962,17.333024,42.410914,20.794170,1.000000,5.000000
8,"SY","POV_SB",4.000000,0.000000,2082.698439,2460.000000,0.000000,0.000000,42.410914,20.794170,1.000000,5.000000
8,"OM","POV_GP",3.000000,0.000000,1505.763840,180.000000,1325.763840,220.960640,42.410914,20.794170,1.000000,5.000000
8,"OM","POV_RE",3.000000,0.000000,982.842258,207.000000,775.842258,112.440907,42.410914,20.794170,1.000000,5.000000
8,"OM","POV_SE",6.500000,0.000000,1497.674013,942.500000,555.174013,17.671321,42.410914,20.794170,1.000000,5.000000
8,"OM","POV_SB",2.000000,0.000000,924.348742,1230.000000,0.000000,0.000000,42.410914,20.794170,1.000000,5.000000
8,"OM","COM_GP",6.000000,0.000000,217.079926,114.000000,103.079926,67.126296,42.410914,20.794170,1.000000,5.000000
8,"OM","COM_SP",1.000000,0.000000,22.166660,21.000000,1.166660,41.666657,42.410914,20.794170,1.000000,5.000000
8,"OM","COM_SB",4.000000,0.000000,199.363159,200.000000,0.000000,0.000000,42.410914,20.794170,1.000000,5.000000
8,"OME","POV_GP",5.000000,5.000000,634.727656,380.000000,254.727656,20.110078,42.410914,20.794170,1.000000,5.000000
8,"OME","POV_RE",3.500000,3.500000,384.023925,269.500000,114.523925,12.748489,42.410914,20.794170,1.000000,5.000000
8,"OME","POV_SE",0.500000,0.000000,0.000000,72.500000,0.000000,0.000000,42.410914,20.794170,1.000000,5.000000
8,"OME","POV_SB",3.000000,0.000000,0.000000,1845.000000,0.000000,0.000000,42.410914,20.794170,1.000000,5.000000
8,"OME","COM_GP",6.500000,0.000000,154.619830,123.500000,31.119830,7.559473,42.410914,20.794170,1.000000,5.000000
8,"OME","COM_SP",1.500000,0.000000,35.092294,31.500000,3.592294,3.421232,42.410914,20.794170,1.000000,5.000000
8,"OME","COM_SB",4.000000,0.000000,0.000000,200.000000,0.000000,0.000000,42.410914,20.794170,1.000000,5.000000
9,"SY","POV_GP",11.500000,11.500000,6143.938097,874.000000,5269.938097,180.890324,47.133800,21.441218,1.000000,5.000000
9,"SY","POV_RE",11.500000,11.500000,3891.564722,885.500000,3006.064722,101.842961,47.133800,21.441218,1.000000,5.000000
9,"SY","POV_SE",7.000000,0.000000,1459.355702,1015.000000,444.355702,13.133666,47.133800,21.441218,1.000000,5.000000
9,"SY","POV_SB",4.000000,0.000000,2220.892980,2460.000000,0.000000,0.000000,47.133800,21.441218,1.000000,5.000000
9,"OM","POV_GP",3.000000,0.000000,1325.763840,180.000000,1145.763840,190.960640,47.133800,21.441218,1.000000,5.000000
9,"OM","POV_RE",3.000000,0.000000,909.371315,207.000000,702.371315,101.792944,47.133800,21.441218,1.000000,5.000000
9,"OM","POV_SE",6.500000,0.000000,1354.560321,942.500000,412.060321,13.115978,47.133800,21.441218,1.000000,5.000000
9,"OM","POV_SB",2.000000,0.000000,1307.060750,1230.000000,77.060750,1.879530,47.133800,21.441218,1.000000,5.000000
9,"OM","COM_GP",7.000000,0.000000,249.689858,133.000000,116.689858,66.321021,47.133800,21.441218,1.000000,5.000000
9,"OM","COM_SP",1.000000,0.000000,22.646870,21.000000,1.646870,42.352672,47.133800,21.441218,1.000000,5.000000
9,"OM","COM_SB",4.000000,0.000000,254.608545,200.000000,54.608545,8.191282,47.133800,21.441218,1.000000,5.000000
9,"OME","POV_GP",5.500000,5.500000,586.224088,418.000000,168.224088,12.073499,47.133800,21.441218,1.000000,5.000000
9,"OME","POV_RE",3.000000,2.000000,296.289927,223.000000,73.289927,9.859631,47.133800,21.441218,1.000000,5.000000
9,"OME","POV_SE",0.500000,0.000000,0.000000,72.500000,0.000000,0.000000,47.133800,21.441218,1.000000,5.000000
9,"OME","POV_SB",3.000000,0.000000,5.373812,1845.000000,0.000000,0.000000,47.133800,21.441218,1.000000,5.000000
9,"OME","COM_GP",5.000000,0.000000,120.226213,95.000000,25.226213,7.966172,47.133800,21.441218,1.000000,5.000000
9,"OME","COM_SP",3.000000,0.000000,66.808199,63.000000,3.808199,1.813428,47.133800,21.441218,1.000000,5.000000
9,"OME","COM_SB",4.000000,0.000000,14.308764,200.000000,0.000000,0.000000,47.133800,21.441218,1.000000,5.000000
10,"SY","POV_GP",11.000000,11.000000,5365.129006,836.000000,4529.129006,162.528553,30.890546,19.186853,1.000000,5.000000
10,"SY","POV_RE",11.000000,11.000000,3368.782608,847.000000,2521.782608,89.319337,30.890546,19.186853,1.000000,5.000000
10,"SY","POV_SE",7.000000,0.000000,1433.985826,1015.000000,418.985826,12.383818,30.890546,19.186853,1.000000,5.000000
10,"SY","POV_SB",4.000000,0.000000,2869.216772,2460.000000,409.216772,4.990448,30.890546,19.186853,1.000000,5.000000
10,"OM","POV_GP",4.000000,0.000000,1499.770077,240.000000,1259.770077,157.471260,30.890546,19.186853,1.000000,5.000000
10,"OM","POV_RE",4.000000,0.000000,1078.393121,276.000000,802.393121,87.216644,30.890546,19.186853,1.000000,5.000000
10,"OM","POV_SE",4.500000,0.000000,865.606423,652.500000,213.106423,9.797996,30.890546,19.186853,1.000000,5.000000
10,"OM","POV_SB",2.000000,0.000000,1422.617416,1230.000000,192.617416,4.697986,30.890546,19.186853,1.000000,5.000000
10,"OM","COM_GP",7.000000,0.000000,232.760832,133.000000,99.760832,62.502443,30.890546,19.186853,1.000000,5.000000
10,"OM","COM_SP",0.500000,0.000000,11.054929,10.500000,0.554929,41.585512,30.890546,19.186853,1.000000,5.000000
10,"OM","COM_SB",4.000000,0.000000,278.220588,200.000000,78.220588,11.733088,30.890546,19.186853,1.000000,5.000000
10,"OME","POV_GP",5.500000,5.500000,649.707230,418.000000,231.707230,16.629706,30.890546,19.186853,1.000000,5.000000
10,"OME","POV_RE",3.000000,1.000000,289.567259,215.000000,74.567259,10.404734,30.890546,19.186853,1.000000,5.000000
10,"OME","POV_SE",0.500000,0.000000,0.000000,72.500000,0.000000,0.000000,30.890546,19.186853,1.000000,5.000000
10,"OME","POV_SB",3.000000,0.000000,561.422180,1845.000000,0.000000,0.000000,30.890546,19.186853,1.000000,5.000000
10,"OME","COM_GP",6.000000,0.000000,144.871555,114.000000,30.871555,8.124094,30.890546,19.186853,1.000000,5.000000
10,"OME","COM_SP",4.000000,0.000000,97.826386,84.000000,13.826386,4.937995,30.890546,19.186853,1.000000,5.000000
10,"OME","COM_SB",4.000000,0.000000,63.730551,200.000000,0.000000,0.000000,30.890546,19.186853,1.000000,5.000000
11,"SY","POV_GP",11.000000,11.000000,5217.606768,836.000000,4381.606768,157.234693,35.766737,21.404710,1.000000,5.000000
11,"SY","POV_RE",11.000000,11.000000,2946.514338,847.000000,2099.514338,74.362964,35.766737,21.404710,1.000000,5.000000
11,"SY","POV_SE",7.000000,0.000000,1364.968833,1015.000000,349.968833,10.343906,35.766737,21.404710,1.000000,5.000000
11,"SY","POV_SB",4.000000,0.000000,2968.668210,2460.000000,508.668210,6.203271,35.766737,21.404710,1.000000,5.000000
11,"OM","POV_GP",4.500000,0.000000,1666.598278,270.000000,1396.598278,155.177586,35.766737,21.404710,1.000000,5.000000
11,"OM","POV_RE",4.000000,0.000000,958.018140,276.000000,682.018140,74.132406,35.766737,21.404710,1.000000,5.000000
11,"OM","POV_SE",3.500000,0.000000,683.411853,507.500000,175.911853,10.398730,35.766737,21.404710,1.000000,5.000000
11,"OM","POV_SB",2.000000,0.000000,1476.056947,1230.000000,246.056947,6.001389,35.766737,21.404710,1.000000,5.000000
11,"OM","COM_GP",8.000000,0.000000,292.370269,152.000000,140.370269,67.704658,35.766737,21.404710,1.000000,5.000000
11,"OM","COM_SP",0.500000,0.000000,11.239804,10.500000,0.739804,42.113725,35.766737,21.404710,1.000000,5.000000
11,"OM","COM_SB",4.000000,0.000000,317.686417,200.000000,117.686417,17.652963,35.766737,21.404710,1.000000,5.000000
11,"OME","POV_GP",7.000000,7.000000,738.037172,532.000000,206.037172,11.618638,35.766737,21.404710,1.000000,5.000000
11,"OME","POV_RE",2.000000,0.000000,163.465579,138.000000,25.465579,5.535995,35.766737,21.404710,1.000000,5.000000
11,"OME","POV_SE",0.500000,0.000000,0.000000,72.500000,0.000000,0.000000,35.766737,21.404710,1.000000,5.000000
11,"OME","POV_SB",3.000000,0.000000,933.304648,1845.000000,0.000000,0.000000,35.766737,21.404710,1.000000,5.000000
11,"OME","COM_GP",3.500000,0.000000,84.579422,66.500000,18.079422,8.156130,35.766737,21.404710,1.000000,5.000000
11,"OME","COM_SP",6.500000,0.000000,139.329271,136.500000,2.829271,0.621818,35.766737,21.404710,1.000000,5.000000
11,"OME","COM_SB",4.000000,0.000000,223.157356,200.000000,23.157356,3.473603,35.766737,21.404710,1.000000,5.000000
12,"SY","POV_GP",11.000000,11.000000,5173.282889,836.000000,4337.282889,155.644123,36.716737,19.414234,1.000000,5.000000
12,"SY","POV_RE",11.000000,11.000000,2858.348235,847.000000,2011.348235,71.240197,36.716737,19.414234,1.000000,5.000000
12,"SY","POV_SE",6.500000,0.000000,1133.243073,942.500000,190.743073,6.071398,36.716737,19.414234,1.000000,5.000000
12,"SY","POV_SB",4.000000,0.000000,3050.516569,2460.000000,590.516569,7.201422,36.716737,19.414234,1.000000,5.000000
12,"OM","POV_GP",4.500000,0.000000,1660.787700,270.000000,1390.787700,154.531967,36.716737,19.414234,1.000000,5.000000
12,"OM","POV_RE",4.000000,0.000000,941.350309,276.000000,665.350309,72.320686,36.716737,19.414234,1.000000,5.000000
12,"OM","POV_SE",3.500000,0.000000,617.346230,507.500000,109.846230,6.493373,36.716737,19.414234,1.000000,5.000000
12,"OM","POV_SB",2.000000,0.000000,1533.532579,1230.000000,303.532579,7.403234,36.716737,19.414234,1.000000,5.000000
12,"OM","COM_GP",8.000000,0.000000,273.465300,152.000000,121.465300,63.973414,36.716737,19.414234,1.000000,5.000000
12,"OM","COM_SP",0.500000,0.000000,6.664295,10.500000,0.000000,40.000000,36.716737,19.414234,1.000000,5.000000
12,"OM","COM_SB",4.000000,0.000000,316.766844,200.000000,116.766844,17.515027,36.716737,19.414234,1.000000,5.000000
12,"OME","POV_GP",7.000000,7.000000,751.807515,532.000000,219.807515,12.395161,36.716737,19.414234,1.000000,5.000000
12,"OME","POV_RE",1.500000,0.000000,74.749875,103.500000,0.000000,0.000000,36.716737,19.414234,1.000000,5.000000
12,"OME","POV_SE",0.500000,0.000000,0.000000,72.500000,0.000000,0.000000,36.716737,19.414234,1.000000,5.000000
12,"OME","POV_SB",3.000000,0.000000,1008.295607,1845.000000,0.000000,0.000000,36.716737,19.414234,1.000000,5.000000
12,"OME","COM_GP",4.500000,0.000000,108.228935,85.500000,22.728935,7.975065,36.716737,19.414234,1.000000,5.000000
12,"OME","COM_SP",5.500000,0.000000,129.828441,115.500000,14.328441,3.721673,36.716737,19.414234,1.000000,5.000000
12,"OME","COM_SB",4.000000,0.000000,203.988308,200.000000,3.988308,0.598246,36.716737,19.414234,1.000000,5.000000
13,"SY","POV_GP",12.000000,12.000000,5041.167998,912.000000,4129.167998,135.827895,28.031394,19.484025,1.000000,5.000000
13,"SY","POV_RE",9.500000,9.500000,2211.513607,731.500000,1480.013607,60.697756,28.031394,19.484025,1.000000,5.000000
13,"SY","POV_SE",7.000000,0.000000,1482.513256,1015.000000,467.513256,13.818126,28.031394,19.484025,1.000000,5.000000
13,"SY","POV_SB",4.000000,0.000000,3089.423210,2460.000000,629.423210,7.675893,28.031394,19.484025,1.000000,5.000000
13,"OM","POV_GP",5.000000,0.000000,1661.162744,300.000000,1361.162744,136.116274,28.031394,19.484025,1.000000,5.000000
