Time,POE,Lane,Open,Stacked,Volume,Capacity,Unmet,Wait Time,NB POV Toll,NB Trk Toll,SB POV Toll,SB Trk Toll
19,"SY","POV_RE",8.000000,8.000000,1453.201191,696.000000,757.201191,32.637982,0.000000,0.000000,0.000000,0.000000
19,"SY","POV_SE",6.000000,0.000000,1013.470360,696.000000,317.470360,13.684067,0.000000,0.000000,0.000000,0.000000
19,"SY","POV_SB",5.000000,0.000000,3006.953444,3840.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
19,"OM","POV_GP",3.000000,0.000000,510.918711,180.000000,330.918711,55.153118,0.000000,0.000000,0.000000,0.000000
19,"OM","POV_RE",7.000000,0.000000,1031.913313,553.000000,478.913313,25.980831,0.000000,0.000000,0.000000,0.000000
19,"OM","POV_SE",2.000000,0.000000,337.196554,250.000000,87.196554,10.463586,0.000000,0.000000,0.000000,0.000000
19,"OM","POV_SB",2.000000,0.000000,5648.887163,1536.000000,4112.887163,80.329827,0.000000,0.000000,0.000000,0.000000
19,"OM","COM_GP",6.000000,0.000000,579.522649,138.000000,441.522649,95.983185,0.000000,0.000000,0.000000,0.000000
19,"OM","COM_SP",4.000000,0.000000,199.024882,92.000000,107.024882,34.899418,0.000000,0.000000,0.000000,0.000000
19,"OM","COM_SB",4.000000,0.000000,281.550756,356.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,"SY","POV_GP",6.000000,6.000000,1332.179422,468.000000,864.179422,55.396117,0.000000,0.000000,0.000000,0.000000
20,"SY","POV_RE",8.000000,8.000000,1367.997249,696.000000,671.997249,28.965399,0.000000,0.000000,0.000000,0.000000
20,"SY","POV_SE",6.000000,0.000000,996.733084,696.000000,300.733084,12.962633,0.000000,0.000000,0.000000,0.000000
20,"SY","POV_SB",5.000000,0.000000,2952.495779,3840.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20,"OM","POV_GP",3.000000,0.000000,481.218034,180.000000,301.218034,50.203006,0.000000,0.000000,0.000000,0.000000
20,"OM","POV_RE",7.000000,0.000000,968.802736,553.000000,415.802736,22.557110,0.000000,0.000000,0.000000,0.000000
20,"OM","POV_SE",2.000000,0.000000,338.220773,250.000000,88.220773,10.586493,0.000000,0.000000,0.000000,0.000000
